Unique ID = 	Higgins00010224Public	City = 	NRA	Area = 	Chicago	Business Name = 	Ajinomoto Foods North America	Business Website = 	http://www.ajinomotofoodservice.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Ajinomoto Foods North America makes it easy to menu the flavors of the world with premium frozen appetizers, handhelds, entrees, and sides. With trusted industry brands that save time and labor, our products meet the needs of every operation. With products in the Appetizer, Latin/Mexican, Asian, and Chili categories, we offer a wide breadth of diverse products, flavors and platforms that serve an extensive range of operators and consumers."								
Unique ID = 	Higgins00010261Public	City = 	NRA	Area = 	Chicago	Business Name = 	Espresso Parts	Business Website = 	www.espressoparts.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Since 1993, Espresso Parts has supplied cafe owners, baristas, and home brewers with the best products and service available. During NRA, we will partner with Fiorenzato Coffee Grinders and Ascaso Espresso Machines to showcase the most exclusive brands behind the specialty coffee movement."								
Unique ID = 	Higgins00010262Public	City = 	NRA	Area = 	Chicago	Business Name = 	Everpure	Business Website = 	https://www.pentair.com/en/products/commercial-water-treatment/foodservice.html	Business Type = 	Landscape Services	Offering = 	"Everpure has been one of the most trusted brands in the foodservice industry since 1933. An expansive portfolio of technologies and products are designed to be right sized to deliver the exact water quality specifications needed to meet operators' ingredients and process water requirements. Quality water is important for taste, brewing, carbonation, steaming, washing, equipment protection and more. Water impacts the taste of beverages and food, keeps your equipment running smoothly and impacts your bottom line. Let us guide you along the way to find the right product for your project. To learn more about the Everpure portfolio and applications, visit foodservice.pentair.com. Did you hear about the EZ-RO? It's easy, expandable, efficient. A combination of easy-to-access ports, space-saving design, and high efficiency, make the Everpure EZ-RO a simple choice for foodservice applications. To view more information on our Everpure EZ-RO Reverse Osmosis System, visit pentair.com/ez-ro."								
Unique ID = 	Higgins00010263Public	City = 	NRA	Area = 	Chicago	Business Name = 	"Everspark Innovations, Inc"	Business Website = 	https://www.everspark-innovations.com/	Business Type = 	*Industry: Retail Sales	Offering = 	"EVERSPARK INNOVATIONS INC. was established in 2023 and is a wholly-owned American subsidiary of Shenzhen Yanzhen Technology Co., Ltd. Mainly responsible for the promotion and sales of the company's brands:SHANZU, HOSHANHO, FINTISO etc. SHANZU and HOSHANHO are mainly engaged in high-end kitchen knives and tool products, and the products are mainly sold to Europe and the United States. FINTISO is mainly engaged in folding knives, hunting knives, outdoor knives, outdoor lighting tools etc. With unique product design, high-end quality standards, and user-centered service concept, the company has gained a certain reputation on Amazon and other sales platforms."								
Unique ID = 	Higgins00010264Public	City = 	NRA	Area = 	Chicago	Business Name = 	"EvoAmerica, LLC"	Business Website = 	https://evoamerica.com/	Business Type = 	*Industry: Retail Sales	Offering = 	"Designed and manufactured in the USA, Evo commercial cooking equipment is recognized by operators and chefs for quality craftsmanship and cooking consistency."								
Unique ID = 	Higgins00010265Public	City = 	NRA	Area = 	Chicago	Business Name = 	F3 Technologies Inc.	Business Website = 	f3tech.io	Business Type = 	*Industry: Retail Sales	Offering = 	"F3 Technologies, Inc. was born out of passion and necessity. We are a full-service information technology consulting firm, delivering non-stop, state-of-the-art enterprise technology through commitment, hard work, and integrity. Our ability to implement, monitor, and automate IT business needs in a fast-paced, deadline-driven environment is where we shine. We focus on onsite consulting, electronic security, network design, along with evolution and end-user experience. Ranging from back-end operational support to front-end user experience F3 understands what your business requires. Whether it be building unique digital products, network platforms or 24-7 services we are here to tailor-make your experience to find what works best for you and your company. One of our specialties is cloud-based point-of-sale systems (POS). We handle all aspects of the POS system, from inception to implementation, offering IT support once the system is completed. We take the time to walk you through each aspect of the POS system making it seamless and simple for you and your team. We will then provide pre-live and post-live, in- depth training and consulting so you feel confident navigating your system. F3 has..."								
Unique ID = 	Higgins00010266Public	City = 	NRA	Area = 	Chicago	Business Name = 	FancyHeat Inc.	Business Website = 	http://www.fancyheat.com	Business Type = 	*Industry: Retail Sales	Offering = 	"As a family owned business serving the growing food service industry, the customers� needs are our first priority. That is why every phase of our business is focused on customer satisfaction. Commitment, integrity and quick response make our customer support services second to none. All FancyHeat products use only high quality raw materials made in the USA. Whether tried and true or innovative and new, when it comes to products and packaging, only the best will do. Customers know that along with safety, our chafing fuels can be relied on to offer consistent delivery and maximum heat for the promised burn time. Always striving to fulfill the customers� needs, innovation is the name of the game. And so, every new line is designed to meet and exceed specific food warming requirements. Dedicated to technology and design, our mission is to offer exceptional fuel performance from our ever-growing selection of premium fuels. We carry Chafing fuel, butane, candles, fuel cells, table lighting, buffet kits, foil pans, wire racks and so much more"								
Unique ID = 	Higgins00010267Public	City = 	NRA	Area = 	Chicago	Business Name = 	Farm Frites Int'l B.V.	Business Website = 	www.farmfrites.com	Business Type = 	Farming(Crop Production)	Offering = 	"Since 1971, we grow the tastiest potatoes. We are committed to nature, proud of our farmers'_ heritage. Farm Frites is pure, authentic, passionate; together with our growers we are working around the clock to make a difference. Straight from the fields, our potatoes are carefully taken care of and processed into fries. That farmland is our foundation. It is invaluable to Farm Frites! And so are the more than 1,500 employees that work for Farm Frites, all over the world. That's why we do everything we do in the most sustainable way and respect people and planet. Where quality comes first ... and taste! You can see it and you can taste it. Worldwide, more and more people enjoy fries. Not only in the Western world, but also increasingly in Asia and Latin America. We have contributed to this growth. And we continue to do so. It's very simple: We want to make the tastiest fries. Because it's a delight to eat delicious fries. It's a party, a treat, it makes people happy! We aim for the ultimate consumer experience: we want the best taste of the land to put a smile on everyone�s face."								
Unique ID = 	Higgins00010268Public	City = 	NRA	Area = 	Chicago	Business Name = 	Finesaler LLC	Business Website = 	http://www.finesaler.com	Business Type = 	Alcoholic Beverage Manufacturing	Offering = 	"Finesaler sources food and beverage specialties to enhance dining experiences, both in foodservice and retail markets. We represent unique specialty brands that we import into the USA, working with distributors and key accounts across the country. Our Brands include: Alain Milliat Jams, Juices & Nectars, Antipodes Water Company, Bacanha Organic Syrups, Le Buerre Bordier, Pamplie Butter, Canasuc Shaped Sugars, Christine Le Tennier, Found Bubbly, Kusmi Teas, Plantin Truffle Products and MORE!"								
Unique ID = 	Higgins00010269Public	City = 	NRA	Area = 	Chicago	Business Name = 	Food Service Solutions	Business Website = 	www.foodservicesolutions.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Food Service Solutions Inc. optimizes commercial kitchens through our nationwide network of executive chefs, the country�s best equipment dealers and a portfolio of well-respected Food Service Equipment brands. Our chefs work directly with Operators and their Chefs to streamline workflows, reduce costs, improve results and maximize the return on their equipment investment, through a unique combination of culinary and food service equipment expertise. Our support continues throughout the life of our customers� equipment with after-sale support, parts, service and warranty management for our distributed brands."								
Unique ID = 	Higgins00010270Public	City = 	NRA	Area = 	Chicago	Business Name = 	Fourth	Business Website = 	http://www.fourth.com	Business Type = 	*Industry: Business & Information	Offering = 	"When every hour of every shift matters, HotSchedules (powered by Fourth) helps restaurants, retailers, and hotels conquer the day with AI-powered workforce management. Powered by AI, HotSchedules leverages 25 years of rich data and advanced analytics to deliver above-store insights for in-store actions - whether it's for hiring, onboarding, scheduling, or paying store employees. Fourth serves more than 15,000 customers across 100,000 locations globally. Franchisees, owners, and operators at chains like Pizza Hut, Chick-fil-A, and Chili's, as well as tens of thousands of independents, use HotSchedules to reduce labor spend by up to 5% and improve employee retention by up to 40%."								
Unique ID = 	Higgins00010271Public	City = 	NRA	Area = 	Chicago	Business Name = 	Franke Coffee Systems	Business Website = 	us.coffee.franke.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"At Franke, we�re not just in the business of selling coffee machines. We�re in the business of creating wonderful coffee experiences for your customers. With our second-to-none expertise and experience within the coffee industry, we can help you provide the perfect in-cup quality while solving any challenges that stand in the way of your coffee business, no matter the scale of your ambition. Because, whatever business you�re in, we know it�s about more than coffee. It�s all about the moment."								
Unique ID = 	Higgins00010272Public	City = 	NRA	Area = 	Chicago	Business Name = 	Frontline International Inc	Business Website = 	http://www.frontlineii.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"If you generate waste fats, oils, and grease, we manufacture solutions for operational freedom, greater profitability, environmental purity, and employee safety. Frontline International, Inc. designs, manufactures, and distributes superior commercial foodservice equipment for the storage, handling, and disposal of cooking oil, grill grease, and fats. We automate fresh-oil dispensing and top-offs. We are the industry�s only global solution. Our chain, independent, and institutional customers own their own equipment, negotiate their own oil rebates, and have the freedom to choose their own oil vendors. We also offers turnkey oil management under its OilCare� bundled services program. We engineer solutions when cookie-cutter equipment can't get the job done."								
Unique ID = 	Higgins00010273Public	City = 	NRA	Area = 	Chicago	Business Name = 	Ghirardelli Chocolate Company	Business Website = 	http://ghirardelli.com/professional	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Ghirardelli Makes Life a Bite Better! Founded in 1852 and recognized as America's longest continuously operating chocolate manufacturer, Ghirardelli continues to honor its heritage through a commitment to high quality, premium products. Ghirardelli Professional Products offers a wide range of premium ingredients for the foodservice and specialty coffee industry and are the perfect choice for creating exceptional desserts, specialty coffee drinks, milkshakes, smoothies, and hot cocoas. Experience the entire Ghirardelli Professional Products Collection including, Sauces, Frappe Mixes, Chips & Wafers, Cocoa Powders, Sweet Ground Powders, and Hot Cocoas."								
Unique ID = 	Higgins00010274Public	City = 	NRA	Area = 	Chicago	Business Name = 	Grandstand	Business Website = 	egrandstand.com	Business Type = 	Alcoholic Beverage Manufacturing	Offering = 	"We Are Innovators. From product trends to cutting edge decoration technologies, we�ve delivered the highest quality product and most creative solutions to the craft beverage industry for over 35 years. We started small in 1988 in Lawrence, Kansas. Our origins began with printing water bottles and t-shirts. When a local brewery approached us with the request of printing on glass growlers, we quickly adapted to the changing environment and innovated to meet the demand. Growler by growler, pint by pint, Grandstand grew up with the craft beverage industry. And like you, we obsessed over quality and learned along the way. We�ve now partnered with more than 17,000 craft breweries, distilleries, restaurants, corporations and businesses � small and large. We have ensured that their brand is compelling, credible, consistent, and connected. Now, more than 30 years later, we bring the full weight of our experience and expertise to showcase your business. Give your brand the attention it deserves � every time."								
Unique ID = 	Higgins00010275Public	City = 	NRA	Area = 	Chicago	Business Name = 	Grecian Delight Kronos	Business Website = 	https://gdkfoods.com/	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"We�re a global food leader, known for innovative products and ethnic flavors. We started with Greek cuisine and now our kitchen is the world. From our full line of Greek and Mediterranean foods to global flavors blazing on the horizon, we�re ready to change America�s menus. We have two pioneering brands at the head of the table, Grecian Delight and Kronos Foods. Each brand has its own unique history, which has laid the foundation for our quest to discover the great flavors of tomorrow. Together, we are valuable partners to our customers, driven by authentic ingredients and eating experiences. About Grecian Delight Foods: Founded in 1974 by Peter Parthenis, Sr. Motivated by his endless drive, entrepreneurial spirit, Hellenic roots, love of Greek food and passion for innovation, Parthenis was the first to manufacture and nationally market gyros. Since the very start, Grecian Delight and the Parthenis family have been dedicated to quality and sharing the very best authentic Greek & Mediterranean cuisine with restaurants and consumers. Grecian Delight is now a premier provider of authentic selections from gyros, global proteins, specialty breads, to tzatziki, hummus and spreads, falafel, plant-based proteins and more. All across America, people ask for Grecian Delight Foods by name. About Kronos Foods Corp: It all started in 1975 with a love for Gyros, the Greek culture and community. Chris Tomaras, a Chicago entrepreneur, rolled up his sleeves to make delicious Gyros and Mediterranean foods for restaurants. It was with his success and hard work that Kronos was born. Over the years, Kronos brought pre-formed, ready-to-broil gyros cones to market, rolled out portion-controlled gyros meats, and expanded into sauces, hummus, bakery items, and more. Followed by the introduction of KronoBROIL� technology, providing pre-cooked, ready-to-eat gyros slices without the need for special foodservice equipment. To this day, Kronos continues to explore bold new possibilities."								
Unique ID = 	Higgins00010276Public	City = 	NRA	Area = 	Chicago	Business Name = 	GRUBBRR	Business Website = 	https://grubbrr.com/	Business Type = 	Digital Kiosk Software Solutions	Offering = 	"Headquartered in Boca Raton, Florida, GRUBBRR is the leader in self-ordering technologies that are revolutionizing the way commerce is transacted. GRUBBRR�s award-winning ecosystem, which includes kiosks, smart lockers, kitchen display systems, order progress boards, digital menu signage, mobile ordering, POS, online ordering, and more, are proven to help businesses maximize revenue, decrease labor costs, and improve the consumer experience. With solutions that are adaptable and beneficial to a multitude of businesses, GRUBBRR powers both enterprise-level and small and medium businesses across verticals such as quick-service restaurants, fast casual restaurants, stadiums, movie theatres, casinos, micro-markets, retail, and more."								
Unique ID = 	Higgins00010277Public	City = 	NRA	Area = 	Chicago	Business Name = 	Harri	Business Website = 	http://www.harri.com	Business Type = 	*Industry: Business & Information	Offering = 	"Harri is the frontline employee experience platform built for companies who have service at the heart of their business. The solution is built on the notion that the customer experience will never exceed the employee experience. The Harri suite of talent attraction, workforce management and employee engagement technologies enable organizations to attract, manage, engage, and retain the best talent for their business."								
Unique ID = 	Higgins00010278Public	City = 	NRA	Area = 	Chicago	Business Name = 	Hartell	Business Website = 	www.hartell.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Hartell manufactures high-quality condensate, waste-water, ice machine and utility sink drain pumps for HVAC, plumbing, refrigeration, and ice machine applications. Manufactured to strict quality standards and assembled in the USA in ISO certified facilities. Solutions span smart, cutting-edge condensate pumps for refrigerated retail displays to the only UL-listed plenum-rated pumps that operate at 212�F, and even direct-drop-in replacement ice machine pumps, Commercial and residential use condensate removal pumps range from residential mini-split and plenum rated pumps to commercial pumps rated for heavy-duty and high-surge, high-volume or high-temperatures. Commercial condensate pumps are available with 2-gallon solid cast aluminum reservoirs or low profile, and slim designs. Reservoir-type wastewater drain pumps for sinks where gravity drainage is not practical round the breadth of condensate and water removal products to smart AI powered energy efficient refrigerated display case pumps that boast advanced alert systems and predictive maintenance capabilities. Hartell�s direct drop in Ice machine replacement pumps promise quick hassle-free installation. No hassling with leads, connectors, and impellers. Unlike other brands that require time-consuming part matching, Hartell are true direct-drop-in OEM replacements. Simply remove the old, plug in the new. Hartell delivers high quality with every product to provide customers peace of mind. For more information, visit www.hartell.com"								
Unique ID = 	Higgins00010279Public	City = 	NRA	Area = 	Chicago	Business Name = 	Heartland	Business Website = 	https://www.heartland.us/	Business Type = 	*Industry: Business & Information	Offering = 	"Heartland is the point of sale, payments and payroll solution of choice for entrepreneurs that need human-centered technology to sell more, keep customers coming back and spend less time in the back office. Nearly 1,000,000 businesses trust us to guide them through market changes and technology challenges, so they can stay competitive and focus on building remarkable businesses instead of managing the daily grind. Learn more at heartland.us"								
Unique ID = 	Higgins00010280Public	City = 	NRA	Area = 	Chicago	Business Name = 	Henkelman	Business Website = 	http://www.henkelman.com/	Business Type = 	*Industry: Business & Information	Offering = 	"Henkelman offers the right solution for an optimal vacuum sealing process. We develop, produce and distribute the most complete range of professional vacuum packaging machines, from the smallest table-top vacuum packer up to the largest heavy duty vacuum double chambers. At Henkelman, we believe that healthy operations and a healthy planet go together perfectly. We help foodservice operators all over the world work more efficiently with top-quality vacuum sealing machines. This immediately provides them with a powerful solution to combat food waste and streamline labor."								
Unique ID = 	Higgins00010281Public	City = 	NRA	Area = 	Chicago	Business Name = 	High-End Uniforms Inc.	Business Website = 	http://www.highenduniforms.com	Business Type = 	*Industry: Food & Hospitality	Offering = 	"A marriage of fashion and food COMMITTED TO SERVICE High-End Uniforms is a real family business that takes the word to heart. From longstanding relationships with our vendors, to an approach to customer service that verges on fanatical, we�re a company founded and sustained on the principles of trust, support and mutual respect. After all, what�s the point of family if you can�t depend on them?"								
Unique ID = 	Higgins00010282Public	City = 	NRA	Area = 	Chicago	Business Name = 	"Hitchcock Farms, Inc."	Business Website = 	http://www.hitchcockfarms.com	Business Type = 	Farming(Crop Production)	Offering = 	"At Hitchcock Farms we are known for quality. For 35 years we have been committed to growing exceptional produce. Our seed selection, farming methods, growing regions, and production and harvest teams consistently produce outstanding veggies and leafy greens, on a year-round basis. We care about flavor and freshness. We care about the crispness and crunch. We care about nutrient dense food, grown in nutrient dense soil. We are proud providers to foodservice operations and retail establishments across the United States and Canada."								
Unique ID = 	Higgins00010283Public	City = 	NRA	Area = 	Chicago	Business Name = 	Hobart	Business Website = 	www.itwfoodequipment.com	Business Type = 	*Industry: Retail Sales	Offering = 	"At Hobart, an ITW Food Equipment Group brand, people and food are our passion. We believe great food brings people together, and the relationships we share feed our inspiration to be the best we can be for one another. As a food equipment manufacturer and service provider, we�ve been dedicated for more than a century to supporting those who are not only passionate about creating great food but are inspired by the people they serve and come to know on a daily basis. Likewise, it is our mission to provide premium food equipment that foodservice and food retail professionals can trust to work hard and deliver quality, consistent results day in and day out, empowering them to focus on what they love most�creating great food for great people. Backed by our nationwide network of 1,500 factory-trained service technicians, we�re always nearby to install, maintain and service your equipment. Hobart is part of ITW Food Equipment Group LLC (a subsidiary of Illinois Tool Works) and is proud to be an ENERGY STAR� Partner of the Year since 2008."								
Unique ID = 	Higgins00010284Public	City = 	NRA	Area = 	Chicago	Business Name = 	"IMIDUS Technologies, Inc."	Business Website = 	http://www.imidus.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Introducing Imidus Technologies, Inc. Imidus Technologies, Inc is a leading technology company poised to revolutionize the world of warehouse management through cutting-edge software technology. With a deep understanding of the challenges faced by businesses in optimizing their warehouse operations, Imidus Technologies, Inc. is committed to developing a state-of-the-art Warehouse Management Software (WMS) that will empower organizations to streamline their inventory management, enhance operational efficiency, and boost overall productivity. Leveraging our expertise in Technology, Retail Sales Operation, and Finance, we aim to deliver a comprehensive and tailored solution that addresses the unique needs of businesses across industries."								
Unique ID = 	Higgins00010285Public	City = 	NRA	Area = 	Chicago	Business Name = 	Impossible Foods	Business Website = 	http://impossiblefoods.com/	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Impossible Foods is on a mission to positively impact people and the planet by making delicious, nutritious meat from plants with a fraction of the environmental footprint of meat from animals. We make plant-based chicken, beef, and pork products for every meal � from smokey hot dogs to juicy burgers and savory breakfast sausage � with a goal of replicating the flavors, textures, and cooking characteristics that meat eaters crave. And, every product we sell uses less land and water and generates less greenhouse gas emissions compared to the animal version. Put Impossible products on your menu, and watch them drive your sales revenue, foot traffic and brand perception. We're currently served in more than 45,000 food service locations across the U.S. and are available to purchase through Dot Foods. Interested in a sample? Visit www.impossiblefoods.com/sellimpossible"								
Unique ID = 	Higgins00010286Public	City = 	NRA	Area = 	Chicago	Business Name = 	Informa Connect Foodservice	Business Website = 	https://informaconnect.com/	Business Type = 	*Industry: Retail Sales	Offering = 	"Winsight LLC is a business-to-business information, event and market intelligence company serving the restaurant and noncommercial foodservice, convenience and petroleum retailing and grocery industries. Winsight provides research and analytics, branding solutions, face-to-face opportunities, lead generation initiatives and content marketing services through products including subscription data products, reports, research tools, research programs, fully custom studies, conferences, custom marketing services, meetings, print and digital trade media. For more information on Winsight, go to www.winsightmedia.com."								
Unique ID = 	Higgins00010287Public	City = 	NRA	Area = 	Chicago	Business Name = 	Inline Plastics Corp.	Business Website = 	www.inlineplastics.com	Business Type = 	*Industry: Retail Sales	Offering = 	"Inline Plastics brings over 55 years of innovation to the food packaging industry. The company transformed the marketplace with Safe-T-Fresh�, their patented tamper evident and tamper resistant technology and has incorporated 10% post-consumer content into their entire PET portfolio, verified by a neutral third party, SCS Global. This post-consumer content is unique, as it is reduced back to the molecular level through Advanced recycling, resulting in high quality products, creating environmentally sustainable solutions. Most recently, Inline launched the first tamper evident polypropylene product line for hot food applications. With more than 100+ shapes and sizes available with tamper protection, Inline Plastics superior packaging keeps food products safe, fresh, and convenient, while the crystal-clear designs create appealing, eye-catching shelf merchandising displays. They also offer the most complete line of automated equipment for loading, closing and labeling product."								
Unique ID = 	Higgins00010288Public	City = 	NRA	Area = 	Chicago	Business Name = 	"Inno-Pak, LLC"	Business Website = 	http://www.innopak.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"At Inno-Pak, innovation is more than a buzzword�it�s what we do. Since 1992, we�ve been using state-of-the-art technology to provide innovative packaging solutions and the best customer experience to restaurants, convenience stores, grocery stores, and other food service providers. We have a wide variety of product lines, including innovative food cartons like the INNOBOX Edge, soup cups and buckets, clamshell containers, plates, bowls, cutlery, deli, and bakery packaging. We also have a full line of commercially compostable food packaging in our new Planet+ and Stalk Market Compostable Products brands. If we don�t have the solution you need, get in touch with us. We love a challenge."								
Unique ID = 	Higgins00010289Public	City = 	NRA	Area = 	Chicago	Business Name = 	"International Marine Products, Inc."	Business Website = 	www.intmarine.com	Business Type = 	"Fishing/Hunting
Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)"	Offering = 	"In 1963, we opened a restaurant named Tokyo Kaikan in the heart of the historic Little Tokyo district in Los Angeles � the restaurant which is now credited for inventing the famous California Roll. After just a few years of experience, we realized that the local seafood suppliers at the time could not consistently acquire sushi-grade quality fish. It was then that we decided to import seafood from Japan independently. Thus, through organically-derived initiative and foresight, International Marine Products was founded in 1968. Due to popular demand, our company grew rapidly � not only as a result of our fresh, high quality products, but because of our outstanding customer service rooted in ambitious Japanese business values. We eventually opened up branches in San Francisco, Phoenix, Salt Lake City, and Houston. We take pride in a streamlined delivery system that allows us to seamlessly ship our products nationwide. As a leader in the wholesale seafood industry, it is our promise to go above and beyond for the sake of our customers, and to ensure that you have access to the freshest seafood available on the market."								
Unique ID = 	Higgins00010290Public	City = 	NRA	Area = 	Chicago	Business Name = 	Irinox North America	Business Website = 	http://www.irinoxprofessional.com/usa/	Business Type = 	*Industry: Retail Sales	Offering = 	"IRINOX was founded in Corbanese (Italy) in 1989 and has been established in North America since 1994, with incredible success. Irinox is known all over the world as the leading manufacturer of commercial blast chillers and shock freezers. Over the years IRINOX has developed a leading edge line of products, proposing revolutionary concepts that have set new food safety benchmarks worldwide including the American industry. Our technology, which offers unique capabilities such as blast chilling, shock freezing, low temperature cooking, proofing, holding, pasteurizing, regenerating and thawing, provides product consistency and reduced product loss ensuring utmost efficiency at work, truly an indispensable tool in today�s industrial kitchen. As a pioneer in developing the concepts of blast chilling and high-quality food preservation in the foodservice & hospitality, supermarket, catering, confectionery, ice cream and bread-making industries, IRINOX has always invested in continuous research and improvement of its technology, becoming the ideal partner of the most important food professionals companies all over the world."								
Unique ID = 	Higgins00010291Public	City = 	NRA	Area = 	Chicago	Business Name = 	ITW Food Equipment Group	Business Website = 	http://www.itwfoodequipment.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"ITW Food Equipment Group LLC, a subsidiary of Illinois Tool Works, is the brand behind the brands found in commercial kitchens, bakeries, delis and groceries around the world. An ENERGY STAR� Partner of the Year since 2008, ITW Food Equipment Group embodies a family of premium brands including Hobart, Traulsen, Baxter, Vulcan, Wolf, Berkel, Centerline, Stero, Somat, Gaylord, IBEX�covering all your core food equipment needs, from food preparation and refrigeration to cooking and baking to dishwashing and waste disposal to weighing and wrapping. Backed by our nationwide network of factory-trained service technicians, we�re always nearby to install, maintain and service your equipment."								
Unique ID = 	Higgins00010292Public	City = 	NRA	Area = 	Chicago	Business Name = 	Javo Beverage Company	Business Website = 	www.javofoodservice.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"We are master extractors and formulators. Leaders in taste delivering superior sensory. A one-stop-shop premium beverage innovator. We provide authentic cold brew coffees, iced teas and functional beverages that start with our clean label, fresh extracts. Something we�ve been perfecting since 2001."								
Unique ID = 	Higgins00010293Public	City = 	NRA	Area = 	Chicago	Business Name = 	"Jiffy Foodservice, LLC"	Business Website = 	http://www.jiffyfoodservice.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"JIFFY Foodservice offers a robust variety of products that deliver the savory, scratch-baked taste consumers love. Our complete baking mixes are formulated for speed and stress-free prep, while minimizing waste as you create unique menu items. You have a lot on their plate. With staffing an ongoing challenge, our complete baking mixes can help reduce prep time and costs while maximizing their ability to create unique customer experiences that change daily or seasonally. All JIFFY brand mixes are Kosher & Halal�helping to ensure that specific diets and religious observances are accommodated. Creative possibilities, tasty creations and delighted guests: it's all in the mix."								
Unique ID = 	Higgins00010294Public	City = 	NRA	Area = 	Chicago	Business Name = 	"Kaivac, Inc."	Business Website = 	www.Kaivac.com	Business Type = 	Janitorial/Cleaning Services	Offering = 	"Kaivac develops science-based innovative cleaning systems that protect the health of building occupants while raising the value of cleaning operations. All of our cleaning technologies are designed from the start to remove the maximum amount of potentially harmful soils and bio-pollution in the most cost-efficient manner possible. Just as important, Kaivac incorporates scientific measurement into its systems to ensure hygienic outcomes for total facility wellness. Because, when it comes to potentially harmful microbial contamination, it�s important that you remove it, then prove it."								
Unique ID = 	Higgins00010295Public	City = 	NRA	Area = 	Chicago	Business Name = 	Keurig Dr Pepper	Business Website = 	http://www.KeurigDrPepper.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Keurig Dr Pepper (NASDAQ: KDP) is a leading beverage company in North America and the first to bring hot and cold beverages together at scale. Formed in 2018 with the merger of Keurig Green Mountain and Dr Pepper Snapple Group, Keurig Dr Pepper has annual revenue in excess of $11 billion and nearly 27,000 employees. Our wide range of 125+ hot and cold beverages are designed to satisfy virtually any consumer need, any time, while our powerful sales and distribution network enables us to deliver our portfolio to nearly every point of purchase for consumers. KDP is committed to sourcing, producing and distributing beverages responsibly through our Drink Well. Do Good. corporate responsibility platform including efforts around circular packaging, efficient natural resource use and supply chain sustainability."								
Unique ID = 	Higgins00010296Public	City = 	NRA	Area = 	Chicago	Business Name = 	KONSCIOUS	Business Website = 	Konscious.com	Business Type = 	Specialty Food(Meat)	Offering = 	"Konscious Foods� is on a mission to change the way people eat with the most delicious plant-based foods on the planet. Launched in 2023, the brand created the world�s first frozen plant-based sushi rolls, onigiri, and poke bowls, and also offers plant-based seafood for foodservice. All its delicious chef-crafted recipes are made with the best ingredients to help make indulging in plant-based seafood incredibly easy and convenient. Konscious� Foods products are Non-GMO Project Verified, gluten free, 100% plant-based, organic where possible, and made without any carrageenan or titanium dioxide. Founded by Yves Potvin � plant-based industry leader, trained chef, and creator of Gardein�, Yves Veggie Cuisine, and the world�s first fresh veggie hot dog � Konscious Foods� is said to be his most exciting endeavor yet. Each of Potvin�s previous brands had successful exits to Conagra and Hain�s Celestial respectively. To learn more visit https://www.konscious.com/"								
